"ID","Inquiry","CASENUMBER","COMMENTSCREATEON","ANALYSTNAMEFORCOMMENT","ACTIVITYTYPE","NOTETEXT"
688,"PE14-030","CAS-3994904-V6T3Q3","2014-02-19 21:18:47",,"CASE","Customer Says:..2012 ford fusion, Has an issue where cust is getting a power steering failure indicator light. Cust has seen online where cust's are experiencing the same concern. Cust is scared to drive veh. Cust doesn't have money to buy another veh and feels this is her children life that Ford is placing in danger.Would like to make ford aware of the issue. ....Per Cust/Dealership:..Veh is at the dlr. ........CRC Advised:..Will document call in case ford initiates a recall, information will be forwarded to NHTSA for any future recalls."
824,"PE14-030","MRS-04652629210799 30315010","2011-10-21 21:47:00",,"T1120","***OBC TO CUST=VERFIED THE CONCERN WITH THE WHEELS, SEEKING ASSISTANCE =CUST WANTS TO HAVE THIS COVERED AS WAS UNAVOIDABLE =ADVISED CUST THAT DAMAGE IS NORMALLY NOT COVERED BY FORD AS OUTLINED UNDER THE WARRANTY MANUAL=ADVISED CUST LEGAL QUESTIONS AND WOULD ESCALATE TO THE OGC, WOULD RECEIVE CONTACT BY MAIL WITHIN 15 BUSINESS DAYS1. DATE OF THE ACCIDENT=NOT SURE, AROUND 9-16-11 WHEN THE POWER STEERING WENT OUT--2. WHAT THE CUSTOMER IS ALLEGING THE PRODUCT DEFECT IS THAT CAUSED ACCIDENT=CUST FEELS THAT STEERING PUMP WENT OUT AND CAUSED HER TO BE UNABLE TO AVOID ROAD HAZARDS--3. IF THERE WERE ANY INJURIES SUSTAINED=NO INJURIES WERE SUSTAINED--4. LOCATION OF THE VEHICLE WHEN THE ACCIDENT OCCURRED=DANVILLE--5. WHETHER OR NOT THERE WAS A POLICE REPORT FILED.=NO POLICE REPORT--6. IF A POLICE REPORT WAS FILED, WHAT THE FINDINGS WERE.=NO POLICE REPORT--7. THE POLICE REPORT NUMBER AND THE CITY OR COUNTY IN WHICH THE REPORT WAS FILED.=NO POLICE REPORT--8. WHETHER OR NOT THE CUSTOMER HAS FILED A CLAIM WITH THEIR INSURANCE COMPANY.-WAS FILLED, NOT COVERED UNDER THE PLAN--9. IF A CLAIM HAS BEEN FILED WITH THE INSURANCE COMPANY, WHAT IS THE STATUS OF THE CLAIM.=NO COVERAGE--10. WHETHER OR NOT THE VEHICLE IS REPAIRABLE.=VEHICLE IS REPAIRABLE WITH NEW WHEELS11. NAME AND ADDRESS OF CUSTOMER'S ATTORNEY (ONLY IF THE CUSTOMER MENTIONS THEY HAVE SOUGHT ONE).=HAS NOT SOUGHT OUT LAWYER 12. WHAT THE CUSTOMER IS SEEKING =CUST WANTS FORD TO REPLACE THE RIMS AS SHE FEELS THIS WAS DAMAGED CAUSE BY THE ABILITY NOT TO CONTROL THE VEH"
871,"PE14-030","MRS-05784009520799 30315510","2012-08-14 23:50:54",,"T1120","CUST1. DATE OF THE ACCIDENT---AUG 8TH 20122. WHAT THE CUSTOMER IS ALLEGING THE PRODUCT DEFECT IS THAT CAUSED ACCIDENT --VEH WAS COMING TO THE STOP SIGN AND CUST WAS TRYING TO TURN BUT THE VEH WOULD NOT TURN AND IT WOULD NOT STOP BRUSHED THE CURB AND COASTED INTO A DRIVEWAY 3. IF THERE WERE ANY INJURIES SUSTAINED---TRYING TO STEER THE VEH CUST INJURIED RIGHT ARM PAIN IS IN THE ELBOW AREA4. LOCATION OF THE VEHICLE WHEN THE ACCIDENT OCCURRED ---WAS ON PITTSCHOOL LANE IN DIXON CA5. WHETHER OR NOT THERE WAS A POLICE REPORT FILED.---NO POLICE REPORT WAS FILED6. IF A POLICE REPORT WAS FILED, WHAT THE FINDINGS WERE.7. THE POLICE REPORT NUMBER AND THE CITY OR COUNTY IN WHICH THE REPORT WAS FILED.8. WHETHER OR NOT THE CUSTOMER HAS FILED A CLAIM WITH THEIR INSURANCE COMPANY.-- NO CLAIM WITH INSURANCE COMPANY9. IF A CLAIM HAS BEEN FILED WITH THE INSURANCE COMPANY, WHAT IS THE STATUS OF THE CLAIM.10. WHETHER OR NOT THE VEHICLE IS REPAIRABLE.---VEH IS AT DLRSHP AND IT IS REPAIRABLE11. NAME AND ADDRESS OF CUSTOMER'S ATTORNEY (ONLY IF THE CUSTOMER MENTIONS THEY HAVE SOUGHT ONE).12. WHAT THE CUSTOMER IS SEEKING CUST HAS LOST HIS CONFIDENCE IN THE VEH BECAUSE OF THE ACCIDENT AND WOULD LIKE TO HAVE FORD BUY BACK THE VEHFEELS THAT IF HE WAS IN A DIFFERENT AREA THE ACCIDENT COULD HAVE BEEN WORSE==============DLRSHPFUTURE FORD 4625 MADISON AVENUESACRAMENTO CA 95841(916) 331-7600 ================OBC TO DLRSHP---NEED TO GET VIN FOR VEHICLE=================CSR---""I WILL FORWARD YOUR INFORMATION TO FORD'S OFFICE OF THE GENERAL COUNSEL. YOU SHOULD RECEIVE A WRITTEN RESPONSE WITHIN 15 BUSINESS DAYS TO YOUR CONCERN."
873,"PE14-030","MRS-05871629300796 61060010","2010-10-21 02:18:36",,"705","CUSTOMER SAID: 1. VEH JERK BACK AND FORWARDS AND GOING SLOWLY2. RPM WERE GOING HIGH WHILE DRIVING IT ONT HE INTERSTATE-NOTICED CONCERN SINCE JUNE 2010-VEH TO DLRSHP A FEW MONTHS AGO AND DLRSHP REPLACED THE COMPUTER CHIP-TRANS WENT OUT ON THE VEH TWICE-TRANS IS DOING THE SAME THING AGAIN-AND THIS TIME IT HAPPENED WORST AND HARDER THAN THE LAST TIME-CUST WAS HURT WHEN VEH WAS JERKING-CUST WAS SENT TO THE EMERGENCY ROOM AND TO THERAPY-VEH IS WITH CUST-CUST WON'T DRIVE IT AND IS SCARE TO DRIVE IT TO THE DLRSHP-CUST JUST DON'T TRUST THE VEH-CUST CALLED THE DLRSHP YESTERDAY AND DLRSHP TOLD CUST TO CALL THE FORD CRC TOO SEE WHAT FORD WANTS TO DO WITH THE VEH-CUST SPOKE WITH S/A JAMIE TEL: 3047293062-CUST DOES NOT WANT THE VEH ANYMORE NOR TO BE REPAIRED-CUST SEEKING TO BUYBACK AND BE REPLACE WITH NEW ONE AND TO PLEASE HELP WITH THE BILL FROM THE ER AND THERAPYDEALER SAID: -MOSES FORD INC2001 MCCORKLE AV SWST ALBANS, WV 25177TEL:(304) 722-4900CRC ADVISED: I WILL FORWARD YOUR INFORMATION TO FORD'S OFFICE OF THE GENERAL COUNSEL. YOU SHOULD RECEIVE A WRITTEN RESPONSE WITHIN 15 BUSINESS DAYS TO YOUR CONCERN.NOTE TO CCR: REMEMBER TO VERIFY ALL CUSTOMER CONTACT INFORMATION BEFORE SENDING ISSUE.-PER TL DANIELLE HOLDER-NO RECALLS-INFO CAN BE SENT ALSO TO PO BOX 878 NITRO WV 25143-ADVISED CUST OF WWW.FORDOWNER.COM-CUST SHOULD RECEIVED THE LETTER 11/10/10"
884,"PE14-030","MRS-06357225810796 30350010","2011-09-16 03:52:48",,"705","CUSTOMER SAID: 3FAHP0JG1BRXXXXXX- 6500 MILES- C/W (REDACTED)- (REDACTED)- LIABILITY CLAIMS DEPT- RENTAL VEH ENTERPRISE- SINGLE DRIVER ACCIDENT- OFF ROAD DRIVING AND HIT A EMBANKMENT AND IT KILLED HIM- AS21778 STEERING DRIFT1. DATE OF THE ACCIDENT - 7/23/20112. WHAT THE CUSTOMER IS ALLEGING THE PRODUCT DEFECT IS THAT CAUSED ACCIDENT - AS21778 STEERING DRIFT3. IF THERE WERE ANY INJURIES SUSTAINED - YES4. LOCATION OF THE VEHICLE WHEN THE ACCIDENT OCCURRED5. WHETHER OR NOT THERE WAS A POLICE REPORT FILED.- YES6. IF A POLICE REPORT WAS FILED, WHAT THE FINDINGS WERE. - TOOELE COUNTY SHERIFF UTAH7. THE POLICE REPORT NUMBER AND THE CITY OR COUNTY IN WHICH THE REPORT WAS FILED. - 2011-0038718. WHETHER OR NOT THE CUSTOMER HAS FILED A CLAIM WITH THEIR INSURANCE COMPANY.- SELF INSURED COMPANY9. IF A CLAIM HAS BEEN FILED WITH THE INSURANCE COMPANY, WHAT IS THE STATUS OF THE CLAIM.- UNKNOWN10. WHETHER OR NOT THE VEHICLE IS REPAIRABLE. - UNKNOWN HEAVY DAMAGE11. NAME AND ADDRESS OF CUSTOMER'S ATTORNEY (ONLY IF THE CUSTOMER MENTIONS THEY HAVE SOUGHT ONE).- N/A12. WHAT THE CUSTOMER IS SEEKING - THOUGHT OFFICE COUNSEL MAY BE INTERESTED IN THE VEH AND POSSIBLE SAFETY BULLETINCRC ADVISED: I WILL FORWARD YOUR INFORMATION TO FORD'S OFFICE OF THE GENERAL COUNSEL. YOU SHOULD RECEIVE A WRITTEN RESPONSE WITHIN 15 BUSINESS DAYS TO YOUR CONCERN.NOTE TO CCR: REMEMBER TO VERIFY ALL CUSTOMER CONTACT INFORMATION BEFORE SENDING ISSUE.- PLEASE SEND PAPERWORK TODANE JOHNSONPO BOX 350700WEST MINSTER CO 80035"
987,"PE14-030","MRS-16047901820799 30315510","2012-01-19 03:47:59",,"T1120","**CUSTOMER SAYS**- 2012 FUSION- HAD VEH TOWED TO DLR- DLR HAD CONTACTED THE FIELD REP - WAS DRIVING AND LOST THE ABILITY TO STEER THE VEH- HAS POWER ASSIST IN THE VEH- STEERING WHEEL DOES NOT HAVE RESISTANCE ANYMORE**CRC ADVISED**- I WILL FORWARD YOUR INFORMATION TO FORD'S OFFICE OF THE GENERAL COUNSEL. YOU SHOULD RECEIVE A WRITTEN RESPONSE WITHIN 15 BUSINESS DAYS TO YOUR CONCERN."
988,"PE14-030","MRS-16047901820799 30315510","2012-01-19 03:49:02",,"T1120","- CSM KRYSTAL VIA IM AND I VERIFIED WITH DLR THAT THE CUST IS CLAIMING FORD IS AT FAULT... PLEASE SUBTMIT TO OGC"
1001,"PE14-030","CAS-1831521-C8Y2L5","2012-10-31 16:00:27",,"CASE","**LETTER DATED 10/24/12 - CUST STATES ISSUE WITH POWER STEERING WHEN MAKING A LEFT TURN. CUST STATES WAS ABLE TO MANUALLY CONTROL THE VEH, TURNED OFF AND POWER STEERING WAS RESET. CUST STATES WANTED TO KNOW IF FMC HAS CORRECTED THIS PROBLEM. CUST STATES DON'T WANT TO TAKE VEH TO DLRSHIP AND BE ADV'ED NOTHING WRONG WITH VEH. CUST STATES CALLED THE FORD CRC AND HAD CONCERN DOCUMENTED THERE AS WELL. CUST STATES JUST WANTED TO MAKE ISSUE KNOWN.....**DOCUMENTED CONCERN/INQUIRY. NO ACTION REQ'RD AT THIS TIME."
1002,"PE14-030","CAS-1873266-Z8R5K7","2012-11-20 23:30:16",,"CASE","-CUST SAYS-..-electric power steering went out..-cust seeking to get veh repaired..-repair cost $1200..-has been to dlr xamis ford and diag..-$800 module eps..-advaced trac light came on..-service power steering light came on and you loose steering..-problem started 3 weeks ago..-......-CRC ADVISED-..After reviewing my resources, there are no warranties or programs in effect that would provide coverage of your current concern. I recommend that if you keep your receipts in case Ford initiates a recall in the future based on customer feedback."
1003,"PE14-030","CAS-1873266-Z8R5K7","2012-11-21 15:19:14",,"CASE","- CAS Tommy handling supervisor escalation call back...- obc to dlrship spoke to s/a bruce..- verified mileage on vehicle..- s/a will look into a discount with his s/m..- if customer is interested in having repair done with discount he should call dlrship and ask for bruce..- Phoned customer at (REDACTED), no answer..- left v/m stating I will make my 2nd attempt before 6pm est today..===escalation in progress==="
1004,"PE14-030","CAS-1873266-Z8R5K7","2012-11-21 15:28:14",,"CASE",
1005,"PE14-030","CAS-1873266-Z8R5K7","2012-11-21 19:36:53",,"CASE","CAS MILI REVIEWED CASE AT 10:00 AM"
1006,"PE14-030","CAS-1873266-Z8R5K7","2012-11-21 19:41:08",,"CASE","CAS MILI REVIEWED REPAIR HISTORY NO RECENT REPAIR ON THE STEERING RACK, LAST REPAIR WAS ON THE TRANSMISSION...-CAS MILI MADE OBC TO DLRSHP @10:00AM..-SPOKE WITH SM RICH CRUZ..-VERIFED MILEAGE TO BE 132000: ..-ELECTRONIC POWER ASSIST MODULE WITH THE POWER STEERING RACK..-DLRSHP DID EXPLAIN BASED ON THE MILEAGE ..-THERE IS NO RECALL ..-CUST DIDNΓÇÖT HAVE AN ESP..-MIGHT BE ABLE TO ASSIST WITH PARTS/LABOR 10% DISCOUNT..-CUST PICKED UP THE VEH ON NOV. 5TH OR 6TH..-DOES GET SERVICE WORK AT THE DLRSHP..-CAS MILI MADE OBC TO CUST AT: 10:21 AM EST..-LVM FOR CUST AT: (REDACTED)..-CASE MILI WILL F/UP WITH CUST TODAY BEFORE COB."
1019,"PE14-030","CAS-1885779-X4Y8P5","2012-11-27 15:59:11",,"CASE","***CUST SAID***..===since he purchased the veh it has pulled to the left===the dlrshp couldn't find anything wrong with it===the power steering has failed all together===the display came up and said check power steering===then the service power steering now came up===ltv ns....***DLR***..Lakeview Ford-Lincoln Inc.---06788..295 Dickman Road..Battle Creek, MI 49037-8453..(269) 441-2500 ..===obc to dlrshp spoke to candy s/a the veh has no power steering===it needs a new steering gear assembly===they do not feel that this has anything to do with the prior problem===cost to repair is $1400===the s/m is suppose to give him a call..***CRC ADVISED***..===no recalls, esps, csp on this veh ..=================..After reviewing my resources, there are no warranties or programs in effect that would provide coverage of your current concern. I recommend that if you keep your receipts in case Ford initiates a recall in the future based on customer feedback."
1020,"PE14-030","CAS-1910000-Y8C9Q6","2012-12-04 21:54:07",,"CASE","-cust has had veh at the dlr 3 times for the same power steering problem, dlr didn't put in enough power steering fluid ..-put gear assembly in veh and owner is still expierencing the same robem..-picked up veh last wednesday and turn to left it is hard to turn, must pull back straight..- must turn with both hands........-Town East Ford..18411 Lyndon B. Johnson Freeway..Mesquite, TX 75150..(866) 374-5761 ....-dlr said the car was an enterprise rental car..-seat and floor mats are filthy..-"
1021,"PE14-030","CAS-1910000-Y8C9Q6","2012-12-04 21:56:22",,"CASE",
1022,"PE14-030","CAS-1910000-Y8C9Q6","2012-12-04 21:57:17",,"CASE",
1023,"PE14-030","CAS-1910000-Y8C9Q6","2012-12-04 21:58:25",,"CASE","-Your request that will be shared with your dealership and their Ford representative. Once a final decision is rendered, you will be contacted either by the dealership's service manager or a Ford representative within the next four business days"
1024,"PE14-030","CAS-1917856-H9V6P4","2012-12-06 17:50:32",,"CASE","By Joseph William - veh had cpo 12 12 expired also has esp powertrain non covered part"
1025,"PE14-030","CAS-1917856-H9V6P4","2012-12-06 20:26:10",,"CASE","CSM Anna Marie (ext 77742)---2011 Mercury Milan---ltv NS (subsequent owner) ---CPO --- wsd 11/18/10---mileage 31,740---esp 2012 12/12,000 CPO USED PREM'CARE WARRANTY-MERCURY and 2012 84/100,000 CPO POWERTRAINCARE WTY W/ROADSIDE---warranty repairs: 7/11/12 keyless entry pad inop ΓÇô replaced keypad----------csm obc to s/m Joe Williams---s/m advised veh current mileage is 44,516---s/m advised rack & pinion needs replaced and also steering repairs needed based on TSB---custΓÇÖs CPO ESP has expired by mileage and cust seeking CLP financial assistance----total repair cost $1818 ---s/m advised dlrshp will contribute 20% towards repairs P18 ($360)---csm agreed to contribute $700 towards repairs---s/m will contact cust to provide financial assistance offer and confirm if they want to have repairs completed---csm setting f/u for 12/12 to check on status with dlrshp"
1026,"PE14-030","CAS-1917856-H9V6P4","2012-12-11 14:59:04",,"CASE","By Joseph William - repairs are completed requesting codes for agreed amounts, cust picked up 12-10-12"
1027,"PE14-030","CAS-1917856-H9V6P4","2012-12-11 18:28:08",,"CASE","csm ibc from s/m Joe advising repairs complete---total repairs $1818---cust pay $758---dlrshp pay P18 $360---p&a 05977---ro 003686---line 51---p11---$700---approval code M07Z2ΓÇöno further actions needed---closing case"
1028,"PE14-030","CAS-1938695-Y3Z4D0","2012-12-12 14:12:50",,"CASE","****CUST SAID****..-VEH ACTED LIKE BATTERY WOULD NOT START ..-CUST COULD MOVE THE SHIFTER AND THE VEH WOULD START ..-VEH SAID THAT IT NEED POWER STEERING SERVICED AND THE TRACTION CONTROL ..****DEALER INFO***..Stan McNabb Ford, LLC..1304 North Ellington Parkway..Lewisburg, TN 37091..(931) 359-3533 ......***CRC ADVISED***..We recommend that your vehicle be inspected by a Ford/Lincoln dealership to determine the cause of any symptoms your vehicle may be experiencing. Your local Ford/Lincoln dealership has factory-trained technicians, the most current engineering service information, and the specialized equipment required to resolve your vehicle concerns. If there is no coverage under applicable warranties, recalls, or ESPs, repairs and services would be your responsibility. Your next step is to make an appointment with your servicing dealership to have your vehicle diagnosed. (REFER TO NEAREST LOCAL DEALER OR SERVICING DEALER OF CHOICE)"
1029,"PE14-030","CAS-1950146-S7J4Z0","2012-12-14 14:24:31",,"CASE","***cust says***..*light is coming on ..*having trouble with the steering..*steering traction light..*cust feels this is a major issue..*vehicle becomes very hard to steer............***dlr info***..Putnam Ford, Inc. Schedule Service Putnam Ford, Inc...3 Park Road..Putnam, CT 06260..(860) 928-2731 .... ..***crc advised***..We recommend that your vehicle be inspected by a Ford/Lincoln dealership to determine the cause of any symptoms your vehicle may be experiencing. Your local Ford/Lincoln dealership has factory-trained technicians, the most current engineering service information, and the specialized equipment required to resolve your vehicle concerns. If there is no coverage under applicable warranties, recalls, or ESPs, repairs and services would be your responsibility. Your next step is to make an appointment with your servicing dealership to have your vehicle diagnosed. (REFER TO NEAREST LOCAL DEALER OR SERVICING DEALER OF CHOICE)"
